         101
      16.0000      16.1000      16.2000      16.3000      16.4000      16.5000
      16.6000      16.7000      16.8000      16.9000      17.0000      17.1000
      17.2000      17.3000      17.4000      17.5000      17.6000      17.7000
      17.8000      17.9000      18.0000      18.1000      18.2000      18.3000
      18.4000      18.5000      18.6000      18.7000      18.8000      18.9000
      19.0000      19.1000      19.2000      19.3000      19.4000      19.5000
      19.6000      19.7000      19.8000      19.9000      20.0000      20.1000
      20.2000      20.3000      20.4000      20.5000      20.6000      20.7000
      20.8000      20.9000      21.0000      21.1000      21.2000      21.3000
      21.4000      21.5000      21.6000      21.7000      21.8000      21.9000
      22.0000      22.1000      22.2000      22.3000      22.4000      22.5000
      22.6000      22.7000      22.8000      22.9000      23.0000      23.1000
      23.2000      23.3000      23.4000      23.5000      23.6000      23.7000
      23.8000      23.9000      24.0000      24.1000      24.2000      24.3000
      24.4000      24.5000      24.6000      24.7000      24.8000      24.9000
      25.0000      25.1000      25.2000      25.3000      25.4000      25.5000
      25.6000      25.7000      25.8000      25.9000      26.0000
 -1.24253e-06 -1.57905e-06 -1.96734e-06 -2.48506e-06 -3.13221e-06 -3.93469e-06
 -4.94425e-06 -6.23856e-06 -7.84352e-06 -9.88855e-06 -1.24513e-05 -1.56613e-05
 -1.97256e-05 -2.48254e-05 -3.12714e-05 -3.93485e-05 -4.95486e-05 -6.23638e-05
 -7.85192e-05 -9.88439e-05 -0.000124426 -0.000156664 -0.000197218 -0.000248266
 -0.000312530 -0.000393438 -0.000495274 -0.000623471 -0.000784821 -0.000987896
  -0.00124348  -0.00156514  -0.00196988  -0.00247909  -0.00311972  -0.00392549
  -0.00493867  -0.00621233  -0.00781276  -0.00982293   -0.0123461   -0.0155109
   -0.0194766   -0.0244397   -0.0306419   -0.0383775   -0.0480020   -0.0599405
   -0.0746920   -0.0928325    -0.115006    -0.141910    -0.174254    -0.212717
    -0.257879    -0.310170    -0.369862    -0.437166    -0.512429    -0.596420
    -0.690526    -0.796814    -0.917996     -1.05746     -1.21945     -1.40935
     -1.63397     -1.90190     -2.22390     -2.61347     -3.08739     -3.66647
     -4.37639     -5.24917     -6.32518     -7.65556     -9.30534     -11.3569
     -13.4083     -15.4599     -17.5114     -19.5629     -21.6144     -23.6659
     -25.7175     -27.7689     -29.8205     -31.8720     -33.9235     -35.9750
     -38.0265     -40.0780     -42.1292     -44.1545         -Inf         -Inf
         -Inf         -Inf         -Inf         -Inf         -Inf
